id,value
id_120,79.90600929870557
id_121,18.06161428826358
id_122,30.542809341304302
id_123,25.98079237772801
id_124,5.212577268164749
id_125,30.355697305856154
id_126,7.768322888914642
id_127,15.32826825539335
id_128,22.66636571769796
id_129,62.74205421109007
id_130,18.95078036798799
id_131,19.076355630838524
id_132,61.37157409163708
id_133,15.884562052629708
id_134,13.409418077705539
id_135,0.8487724836112773
id_136,7.8349967173041435
id_137,57.012829011796775
id_138,25.60799675181381
id_139,4.961704729242063
id_140,36.41487903906275
id_141,28.790006721975946
id_142,49.194120961976346
id_143,40.30686985573446
id_144,13.316180593982638
id_145,27.661011875229146
id_146,17.158027524366773
id_147,49.68726256929679
id_148,23.03027229160478
id_149,39.24093652484276
id_150,13.196753889412559
id_151,5.948893701039436
id_152,25.821608976304248
id_153,8.258634214291636
id_154,19.14632051722559
id_155,43.18248652651672
id_156,6.717843578093024
id_157,33.86961524681063
id_158,15.369937846981854
id_159,16.939044973551926
id_160,37.885336794634846
id_161,19.202484541054385
id_162,9.059504715654729
id_163,10.283399610648514
id_164,48.67244712569831
id_165,30.587716213230838
id_166,2.477409897532186
id_167,12.811603937805932
id_168,70.32478980976464
id_169,14.840967694067016
id_170,68.8655875667886
id_171,42.74199244486632
id_172,24.000261542920168
id_173,23.420724860321446
id_174,61.672124435682406
id_175,25.494202845059164
id_176,19.00480978686905
id_177,34.8866828818968
id_178,9.402313398379722
id_179,29.520011314408016
id_180,14.573965885700481
id_181,9.125563143203564
id_182,52.81258399813187
id_183,45.03953799438959
id_184,17.45243467918329
id_185,38.4939352797143
id_186,27.03891909264381
id_187,65.58170967424584
id_188,7.037306380769549
id_189,52.71447713411569
id_190,38.20645933704974
id_191,21.16980105955782
id_192,30.247556879488393
id_193,2.714422989716309
id_194,19.932932587640817
id_195,-3.4133323376039244
id_196,32.445999402813136
id_197,10.582973029979927
id_198,21.775225707258503
id_199,62.46529206567789
id_200,24.13294368731647
id_201,26.201239647400943
id_202,63.74447723440288
id_203,2.8342977741290105
id_204,14.379246986978831
id_205,9.369850731753864
id_206,9.881166613595422
id_207,3.494945358972137
id_208,122.60804937921777
id_209,21.083513014480562
id_210,17.532220599455094
id_211,20.18309834459703
id_212,36.39313221228185
id_213,34.93515120529068
id_214,18.830312661458642
id_215,38.344555522723304
id_216,77.91663413807039
id_217,1.7953235508882175
id_218,13.445827939135764
id_219,36.131155590412135
id_220,15.150403498166291
id_221,12.941848334417918
id_222,113.12524093786392
id_223,15.224604677934417
id_224,14.824025968612135
id_225,59.267353688540446
id_226,10.583695290718447
id_227,20.993062563532213
id_228,9.78936588083036
id_229,4.771180008705973
id_230,47.92780690481289
id_231,12.399438394751009
id_232,48.14647656264414
id_233,40.46638039656413
id_234,16.94059027033295
id_235,41.26654448941872
id_236,69.02789203372902
id_237,40.34624924412242
id_238,14.313743982871106
id_239,15.770726634219777
